Marker	Extent	Ae	FailMode	MaxAltFreq	LowComplexRepeats	Repeats	STRs
mh17SCUZJ-0069199	345	3.41	[indel][length][lowcomplex][repeat]	0.03777	A-rich	SINE>Alu>AluJo[chr17:14439688-14439970]	
mh17SCUZJ-0090327.v1	345	1.0	[length]				
mh17SCUZJ-0114315	240	3.502	[repeat]			LINE>L1>L1MA5A[chr17:39119312-39119454];SINE>Alu>AluJb[chr17:39119465-39119752]	
mh17SCUZJ-0115879	338	3.186	[indel][length][repeat]	0.2469		SINE>Alu>AluJr[chr17:40492625-40492754];SINE>Alu>AluSx1[chr17:40492754-40492978]	
mh17SCUZJ-0116654	283	4.706	[indel][length][lowcomplex]	0.01709	A-rich		
mh17SCUZJ-0126774	349	3.681	[indel][length]	0.006744			
mh17SCUZJ-0133238	343	7.344	[length][repeat]			LINE>L1>L1MA5A[chr17:49134212-49134420]	
mh17SCUZJ-0135202	187	2.499	[indel]	0.3575			
mh17SCUZJ-0137941.v1	152	2.619	[repeat]			SINE>Alu>AluSx3[chr17:51371269-51371569]	
mh17SCUZJ-0137941.v2	314	3.717	[length][repeat]			SINE>Alu>AluSx3[chr17:51371269-51371569]	
mh17SCUZJ-0176838	234	4.098	[repeat]			SINE>Alu>AluY[chr17:68718152-68718452]	
mh17SCUZJ-0197814	339	4.329	[length]				
mh17SCUZJ-0199582	274	9.221	[indel][length][repeat]	0.437		SINE>Alu>AluY[chr17:75576981-75577287]	
mh17SCUZJ-0200979	91	5.716	[repeat]			SINE>Alu>AluY[chr17:76129048-76129349]	
mh17SCUZJ-0222289	350	4.073	[length][repeat]			LINE>L1>L1MD2[chr17:79872698-79873308]	
mh17SCUZJ-0230511	350	8.649	[length]				
mh17SCUZJ-0233057	278	3.465	[length][repeat]			SINE>Alu>AluY[chr17:82432781-82433091];SINE>Alu>AluJb[chr17:82433129-82433161]	
mh17WL-004.v2	285	3.824	[length]				
mh17WL-008.v1	189	1.0	[indel]	0.07057			
mh17WL-008.v2	285	1.0	[indel][length]	0.07057			
mh17WL-008.v3	100	1.0	[indel]	0.07057			
mh17WL-009.v3	350	1.216	[length]				
mh17WL-011.v2	277	5.703	[length]				
mh17WL-015.v2	285	3.468	[length]				
mh17WL-016.v3	330	5.918	[length]				
mh17WL-022.v1	269	9.33	[length]				
mh17WL-022.v2	334	9.508	[length]				
mh17WL-026	278	4.094	[length]				
mh17WL-030.v1	153	1.107	[indel]	0.06631			
mh17WL-030.v2	220	1.125	[indel]	0.06631			
mh17WL-031.v2	286	7.372	[length]				
mh17ZBF-001	81	2.08	[indel]	0.4918			
mh17ZHA-001	120	2.933	[repeat]			SINE>Alu>AluJb[chr17:390045-390368]	
mh18CP-003	39	3.119	[repeat]			LINE>L1>L1M5[chr18:25488362-25488558]	
mh18CP-005	44	3.656	[repeat]			LINE>L1>L1ME4b[chr18:8892822-8893188]	
mh18FHL-004.v1	186	6.846	[repeat][str]			SINE>Alu>AluSg[chr18:68512496-68512805]	D18S51
mh18FHL-004.v2	293	11.199	[indel][length][repeat][str]	0.01338		SINE>Alu>AluSg[chr18:68512496-68512805]	D18S51
mh18LW-45	81	1.0	[indel]	0.03384			
mh18LW-47	59	4.409	[repeat][str]			SINE>Alu>AluSc8[chr18:64881229-64881521]	D18S51
mh18PK-87558	47	2.353	[repeat]			LINE>L1>L1PA15[chr18:1960576-1960678]	
mh18SCUZJ-0002652	343	1.324	[indel][length][lowcomplex][repeat]	0.1614	A-rich	SINE>Alu>AluSx[chr18:626576-626890]	
mh18SCUZJ-0003488	206	3.897	[repeat]			SINE>Alu>AluY[chr18:722810-723111]	
mh18SCUZJ-0009510	304	1.0	[length]				
mh18SCUZJ-0011531	294	3.705	[length]				
mh18SCUZJ-0015713	269	5.488	[length][repeat]			SINE>Alu>AluY[chr18:3197591-3197900]	
mh18SCUZJ-0020879.v1	270	17.867	[indel][length][repeat]	0.01996		LINE>L1>L1HS[chr18:4477329-4478177];LINE>L1>L1ME1[chr18:4478169-4478825]	
mh18SCUZJ-0020879.v2	323	3.985	[length][repeat]			LINE>L1>L1HS[chr18:4477329-4478177];LINE>L1>L1ME1[chr18:4478169-4478825]	
mh18SCUZJ-0040982	295	4.431	[length][repeat]			LTR>ERV1>LTR12C[chr18:8934581-8935987]	
mh18SCUZJ-0042322	305	6.543	[indel][length][repeat]	0.04053		SINE>Alu>AluSc[chr18:9555854-9555973];SINE>Alu>AluSc[chr18:9556006-9556155];LINE>L1>L1MC4[chr18:9556155-9556191]	
mh18SCUZJ-0052717.v1	347	7.423	[length]				
mh18SCUZJ-0058695	220	4.783	[repeat]			SINE>Alu>AluY[chr18:12976683-12976990]	
mh18SCUZJ-0064707.v1	315	4.139	[length][lowcomplex]		G-rich		
mh18SCUZJ-0064707.v2	317	1.69	[length][repeat]			LTR>ERVL-MaLR>MSTA[chr18:14298441-14298708]	
mh18SCUZJ-0070441	317	11.355	[indel][length][repeat]	0.3964		SINE>Alu>AluJr[chr18:21906066-21906367]	
mh18SCUZJ-0076547	269	4.044	[length][repeat]			LINE>L1>L1PA2[chr18:24710814-24716841]	
mh18SCUZJ-0078455	203	4.083	[indel]	0.06352			
mh18SCUZJ-0086519	188	3.545	[indel]	0.2326			
mh18SCUZJ-0091845.v1	322	1.0	[indel][length]	0.4975			
mh18SCUZJ-0091845.v2	328	1.0	[indel][length]	0.4975			
mh18SCUZJ-0106007	214	7.986	[repeat]			SINE>Alu>AluSc8[chr18:37352939-37353234]	
mh18SCUZJ-0117020	326	2.557	[length][repeat]			LINE>L1>L1PA4[chr18:42660319-42666556]	
mh18SCUZJ-0119570	267	6.641	[indel][length]	0.2915			
mh18SCUZJ-0129854	309	4.107	[length]				
mh18SCUZJ-0133911	175	4.225	[repeat]			SINE>Alu>AluY[chr18:49607576-49607882]	
mh18SCUZJ-0139814	323	7.032	[length]				
mh18SCUZJ-0147265	288	3.164	[length][repeat]			LINE>L2>L2a[chr18:52830776-52831947]	
mh18SCUZJ-0162121	204	4.36	[str]				D18S51
mh18SCUZJ-0189739	177	3.177	[indel][repeat][str]	0.05127		LINE>L1>L1MA9[chr18:64881521-64881971]	D18S51
mh18SCUZJ-0194030	259	5.674	[repeat][str]			SINE>Alu>AluY[chr18:66206415-66206716]	D18S51
mh18SCUZJ-0198187	238	1.878	[indel][str]	0.2377			D18S51
mh18SCUZJ-0212405	286	3.504	[indel][length][repeat][str]	0.391		LINE>L1>L1M2[chr18:70969539-70970056];LTR>ERVL-MaLR>THE1B[chr18:70970117-70970474]	D18S51
mh18SCUZJ-0220161	288	8.867	[length][repeat][str]			LTR>ERVL-MaLR>THE1B[chr18:72301915-72302274]	D18S51
mh18SCUZJ-0233898	311	4.023	[length][lowcomplex][repeat]		A-rich	LINE>L1>L1MC5a[chr18:74225759-74225986]	
mh18SCUZJ-0236206	289	12.14	[indel][length][repeat]	0.007522		SINE>Alu>AluY[chr18:74676437-74676733]	
mh18SCUZJ-0246384	159	10.797	[repeat]			SINE>Alu>AluY[chr18:76760362-76760670];LINE>L1>L1P2[chr18:76760670-76760736]	
mh18SCUZJ-0246988	324	3.462	[length][repeat]			SINE>Alu>AluY[chr18:76997687-76997981]	
mh18SCUZJ-0264631	350	6.497	[indel][length][lowcomplex][repeat]	0.1431	G-rich	SINE>Alu>AluY[chr18:79646736-79647046]	
mh18SCUZJ-0265416	264	3.759	[length]				
mh18SHY-001	181	4.429	[repeat]			LINE>L1>L1MA10[chr18:1952374-1952508];LTR>ERV1>MER49[chr18:1952510-1953216]	
mh18USC-18qC	40	3.247	[str]				D18S51
mh18WL-005	120	2.399	[indel][str]	0.3074			D18S51
mh18WL-009.v1	200	1.853	[indel]	0.4407			
mh18WL-009.v2	97	1.0	[indel]	0.4407			
mh18WL-010.v1	165	1.0	[indel]	0.1247			
mh18WL-014	122	5.116	[str]				D18S51
mh18WL-020	290	5.954	[length][str]				D18S51
mh18WL-021	264	3.243	[length]				
mh18WL-022.v1	159	6.541	[indel]	0.1673			
mh18WL-022.v2	47	5.162	[indel]	0.1673			
mh18WL-023	175	4.456	[str]				D18S51
mh18WL-025	192	2.797	[indel]	0.007765			
mh18WL-027.v1	187	3.721	[str]				D18S51
mh18WL-027.v2	67	3.72	[str]				D18S51
mh18WL-029	156	2.819	[str]				D18S51
mh18WL-031	70	3.75	[str]				D18S51
mh18ZBF-001	32	2.819	[repeat]			SINE>Alu>AluY[chr18:26643680-26643971]	
mh18ZBF-002	77	3.002	[repeat]			SINE>Alu>AluY[chr18:11900626-11900940]	
mh18ZHA-004	116	2.764	[repeat]			LTR>ERVL-MaLR>THE1D-int[chr18:14315218-14316748]	
mh19CP-007	42	3.07	[repeat]			SINE>Alu>AluSq2[chr19:14310703-14311004]	
mh19KK-299.v1	154	3.456	[str]				D19S433
mh19KK-299.v2	154	3.497	[str]				D19S433
mh19KK-299.v3	182	3.497	[str]				D19S433
mh19KK-299.v4	63	3.271	[str]				D19S433
mh19LS-19qA	105	2.835	[str]				D19S433
mh19NH-23	95	1.935	[str]				D19S433
mh19SCUZJ-0001326	337	4.148	[indel][length]	0.2465			
mh19SCUZJ-0007484	254	5.885	[repeat]			SINE>Alu>AluY[chr19:930511-930808]	
mh19SCUZJ-0012120	232	1.66	[indel][repeat]	0.005603		SINE>Alu>AluY[chr19:1923615-1923924]	
mh19SCUZJ-0018130	297	4.211	[length][repeat]			SINE>Alu>AluSc[chr19:3124948-3125246];LINE>L1>L1MB3[chr19:3125246-3125347]	
mh19SCUZJ-0019425	335	6.601	[indel][length][repeat]	0.0151		SINE>Alu>AluSc[chr19:3272085-3272397]	
mh19SCUZJ-0022447	244	4.959	[repeat]			SINE>Alu>AluSg[chr19:4195615-4195911]	
mh19SCUZJ-0028962	346	9.201	[length][repeat]			LTR>ERV1>HERVH-int[chr19:5852990-5853278];SINE>Alu>AluY[chr19:5853278-5853576]	
mh19SCUZJ-0039302	317	7.859	[length][repeat]			SINE>Alu>AluY[chr19:7570371-7570632];LINE>L1>L1ME3G[chr19:7570632-7571029]	
mh19SCUZJ-0046036	248	3.2	[indel]	0.009905			
mh19SCUZJ-0056108	214	3.48	[repeat]			SINE>Alu>AluY[chr19:11146483-11146789]	
mh19SCUZJ-0064306	170	4.726	[repeat]			SINE>Alu>AluY[chr19:13601993-13602289]	
mh19SCUZJ-0081305	260	3.826	[indel][repeat]	0.1992		SINE>Alu>AluSx3[chr19:17174652-17174959];SINE>Alu>AluJr4[chr19:17174996-17175296]	
mh19SCUZJ-0091391	269	5.974	[indel][length][repeat][str]	0.01937		SINE>Alu>AluSx4[chr19:20552732-20553043]	D19S433
mh19SCUZJ-0119796	347	7.501	[length][repeat][str]			LINE>L1>L1PA17[chr19:28336844-28337224]	D19S433
mh19SCUZJ-0121709	120	3.685	[repeat][str]			LINE>L1>L1PA17[chr19:28735722-28736451]	D19S433
mh19SCUZJ-0129055	335	5.908	[length][str]				D19S433
mh19SCUZJ-0137855	350	2.919	[length][repeat][str]			LINE>L1>L1PA4[chr19:32846037-32852182]	D19S433
mh19SCUZJ-0146076	318	4.346	[length][repeat][str]			LTR>ERVL>MER21C[chr19:35194547-35194997]	D19S433
mh19SCUZJ-0146592	307	5.848	[length][repeat][str]			LTR>ERVL-MaLR>MLT1B[chr19:35289859-35290020];SINE>Alu>AluY[chr19:35290052-35290332]	D19S433
mh19SCUZJ-0164190	338	7.472	[length]				
mh19SCUZJ-0195134	285	6.86	[length][repeat]			SINE>Alu>AluSx[chr19:49898041-49898346]	
mh19SCUZJ-0212784	335	4.933	[indel][length]	0.3387			
mh19SCUZJ-0215538	331	4.736	[length][repeat]			SINE>Alu>AluY[chr19:52912112-52912412];SINE>Alu>AluSc8[chr19:52912443-52912755]	
mh19SCUZJ-0227114	241	7.985	[repeat]			SINE>Alu>AluSg4[chr19:54132834-54133150];SINE>Alu>AluSx1[chr19:54133150-54133241]	
mh19SCUZJ-0227616	280	1.326	[length]				
mh19SCUZJ-0238255	303	3.105	[indel][length]	0.4089			
mh19SCUZJ-0244558	311	5.055	[indel][length]	0.01938			
mh19SCUZJ-0249059.v1	273	9.043	[length][repeat]			SINE>Alu>AluY[chr19:57245497-57245792]	
mh19SCUZJ-0249059.v2	185	3.631	[repeat]			SINE>Alu>AluY[chr19:57245497-57245792]	
mh19SHY-001.v3	280	6.596	[length]				
mh19SHY-002	165	3.229	[repeat]			SINE>Alu>AluJo[chr19:55588121-55588429];LINE>L1>L1ME3B[chr19:55588442-55588712]	
mh19USC-19qA.v1	46	3.335	[str]				D19S433
mh19USC-19qA.v2	185	5.564	[str]				D19S433
mh19USC-19qA.v3	49	4.3	[str]				D19S433
mh19USC-19qA.v4	78	4.306	[str]				D19S433
mh19WL-007.v1	102	1.0	[indel]	0.03165			
mh19WL-007.v2	251	1.128	[indel]	0.03165			
mh19WL-007.v3	89	1.0	[indel]	0.03165			
mh19WL-008	193	1.961	[indel]	0.008089			
mh19WL-011	96	1.742	[indel]	0.0732			
mh19WL-012	195	3.076	[indel]	0.04401			
mh19WL-013	54	2.672	[indel]	0.2673			
mh19WL-020	265	6.024	[length]				
mh19WL-022	283	3.511	[length][str]				D19S433
mh19WL-024	198	3.889	[lowcomplex]		G-rich		
mh19ZHA-006	63	3.772	[repeat][str]			SINE>Alu>AluSx3[chr19:20579829-20580132]	D19S433
mh19ZHA-007	141	3.739	[str]				D19S433
mh20HYP-42	107	1.79	[repeat]			LINE>L1>L1ME3Cz[chr20:59131913-59132696]	
mh20LV-04.v1	350	23.252	[indel][length][repeat]	0.0365		SINE>Alu>AluSc[chr20:5665896-5666173]	
mh20LV-04.v2	350	16.966	[indel][length][repeat]	0.0365		SINE>Alu>AluSc[chr20:5665896-5666173]	
mh20LW-49	48	3.409	[repeat]			LTR>ERVL-MaLR>MSTB[chr20:16043996-16044377]	
mh20SCUZJ-0000019	239	4.565	[repeat]			SINE>Alu>AluY[chr20:101273-101583]	
mh20SCUZJ-0014987	258	13.973	[repeat]			SINE>Alu>AluY[chr20:3913790-3914088]	
mh20SCUZJ-0017470	172	4.313	[indel][repeat]	0.0339		SINE>Alu>AluJo[chr20:4189535-4189734]	
mh20SCUZJ-0026528	324	4.602	[length][repeat]			LINE>L1>L1MC4[chr20:5860431-5860703]	
mh20SCUZJ-0039966	312	4.898	[length][repeat]			LTR>ERVL-MaLR>MSTA[chr20:10094182-10094604];LTR>ERVL>LTR16C[chr20:10094604-10094792]	
mh20SCUZJ-0056321	250	4.649	[repeat]			SINE>Alu>AluY[chr20:15678363-15678606]	
mh20SCUZJ-0118237	321	7.164	[length][repeat]			LTR>ERV1>HERVH-int[chr20:44671177-44675874]	
mh20SCUZJ-0128552	298	5.699	[length][repeat]			LINE>L2>L2a[chr20:47913308-47913770]	
mh20SCUZJ-0130299	343	4.24	[indel][length]	0.2372			
mh20SCUZJ-0148996	91	7.651	[indel][repeat]	0.008715		SINE>Alu>AluY[chr20:53630890-53631179]	
mh20SCUZJ-0159322	200	3.566	[indel][repeat]	0.1116		SINE>Alu>AluSx3[chr20:56789552-56789862]	
mh20SCUZJ-0162160	340	5.801	[length][lowcomplex]		G-rich		
mh20SCUZJ-0175951	327	10.256	[length][repeat]			SINE>Alu>AluSz[chr20:61717475-61717784]	
mh20SCUZJ-0176544	337	5.992	[length][repeat]			SINE>Alu>AluSg7[chr20:61793559-61793856];SINE>Alu>AluY[chr20:61793856-61794160]	
mh20SCUZJ-0185153.v1	206	4.979	[indel][repeat]	0.497		SINE>Alu>AluSc[chr20:63676653-63676938];LINE>L1>HAL1M8[chr20:63676938-63677277]	
mh20SCUZJ-0185153.v2	347	14.227	[indel][length][repeat]	0.497		SINE>Alu>AluSc[chr20:63676653-63676938];LINE>L1>HAL1M8[chr20:63676938-63677277]	
mh20SHY-001	176	3.83	[repeat]			LINE>L1>L1MEc[chr20:4095074-4096053]	
mh20SHY-002	143	3.326	[indel][repeat]	0.3021		SINE>Alu>AluSc[chr20:11976007-11976181];LTR>ERVL-MaLR>MLT1F1[chr20:11976181-11976284]	
mh20WL-001.v2	209	1.0	[indel]	0.005394			
mh20WL-014	18	3.69	[indel]	0.1485			
mh20WL-019	297	3.426	[length]				
mh20WL-020	293	3.539	[length]				
mh20WL-021	157	1.64	[indel]	0.02175			
mh20WL-023.v2	295	5.107	[length]				
mh20ZBF-001	35	1.536	[indel]	0.3355			
mh21FHL-002.v1	190	7.586	[str]				D21S11
mh21FHL-002.v2	169	7.554	[str]				D21S11
mh21FHL-002.v3	75	4.433	[str]				D21S11
mh21FHL-002.v4	335	10.227	[length][str]				D21S11
mh21FHL-002.v5	193	4.468	[str]				D21S11
mh21KK-313.v1	173	2.526	[repeat][str]			LTR>ERVL-MaLR>MLT1C[chr21:42521837-42522264]	Penta D
mh21KK-313.v2	173	2.526	[repeat][str]			LTR>ERVL-MaLR>MLT1C[chr21:42521837-42522264]	Penta D
mh21KK-313.v3	207	2.556	[repeat][str]			LTR>ERVL-MaLR>MLT1C[chr21:42521837-42522264]	Penta D
mh21KK-315.v1	146	4.372	[str]				D21S11
mh21KK-315.v2	146	5.515	[indel][str]	0.07681			D21S11
mh21KK-315.v3	146	5.972	[indel][str]	0.07681			D21S11
mh21KK-315.v4	184	4.671	[str]				D21S11
mh21KK-315.v5	74	4.345	[indel][str]	0.07681			D21S11
mh21KK-315.v6	294	6.494	[length][str]				D21S11
mh21KK-316.v1	135	3.132	[str]				D21S11
mh21KK-316.v2	255	3.378	[str]				D21S11
mh21KK-316.v3	255	3.378	[str]				D21S11
mh21KK-318.v1	235	4.215	[str]				Penta D
mh21KK-318.v2	235	4.215	[str]				Penta D
mh21KK-320.v1	186	5.089	[str]				Penta D
mh21KK-320.v2	271	5.35	[length][str]				Penta D
mh21KK-320.v3	271	5.35	[length][str]				Penta D
mh21KK-320.v4	1	1.938	[str]				Penta D
mh21KK-320.v5	198	5.146	[str]				Penta D
mh21KK-324.v1	159	4.542	[str]				Penta D
mh21KK-324.v2	166	5.056	[str]				Penta D
mh21KK-324.v3	179	5.056	[str]				Penta D
mh21KK-324.v4	67	3.803	[str]				Penta D
mh21LS-21qA	156	2.179	[str]				D21S11
mh21LS-21qC	110	2.426	[str]				Penta D
mh21LS-21qD	119	4.031	[str]				Penta D
mh21PK-MX1s	80	2.043	[str]				Penta D
mh21SCUZJ-0002749	296	11.463	[indel][length][repeat][str]	0.007936		LTR>ERV1>LTR6A[chr21:13858325-13858875];LTR>ERVL-MaLR>MSTA-int[chr21:13859003-13859339]	D21S11
mh21SCUZJ-0003240	342	3.048	[indel][length][repeat][str]	0.01172		LTR>ERVL-MaLR>MSTA[chr21:13870729-13870996]	D21S11
mh21SCUZJ-0016493	250	4.993	[repeat][str]			LTR>ERV1>HERVH-int[chr21:16914530-16917409]	D21S11
mh21SCUZJ-0027129	172	3.266	[str]				D21S11
mh21SCUZJ-0037017	319	4.999	[length][repeat][str]			LTR>ERVL-MaLR>MLT1D[chr21:20534446-20534723];LINE>L1>L1MC3[chr21:20534723-20535020]	D21S11
mh21SCUZJ-0041429	331	5.47	[length][repeat][str]			LINE>L1>L1ME3A[chr21:21510764-21511011];LINE>L1>L1MA4[chr21:21511016-21513210]	D21S11
mh21SCUZJ-0059376	297	4.287	[length][repeat][str]			LTR>ERV1>MER4D1[chr21:25834467-25835308]	D21S11
mh21SCUZJ-0071539	320	3.864	[length][repeat][str]			LINE>L1>L1PB1[chr21:28834144-28838252]	D21S11
mh21SCUZJ-0080338	202	4.536	[indel][repeat]	0.1055		SINE>Alu>AluJb[chr21:31856359-31856648]	
mh21SCUZJ-0093008.v1	232	12.693	[repeat][str]			SINE>Alu>AluY[chr21:36227265-36227574]	Penta D
mh21SCUZJ-0093008.v2	174	8.893	[repeat][str]			SINE>Alu>AluY[chr21:36227265-36227574]	Penta D
mh21SCUZJ-0097181	327	3.904	[length][str]				Penta D
mh21SCUZJ-0100459.v1	327	1.0	[indel][length][str]	0.198			Penta D
mh21SCUZJ-0100459.v2	112	1.0	[indel][str]	0.05826			Penta D
mh21SCUZJ-0108570	349	6.459	[length][str]				Penta D
mh21SCUZJ-0109429	316	3.631	[length][str]				Penta D
mh21SCUZJ-0117636	297	7.444	[length][repeat][str]			LTR>ERVL-MaLR>THE1C[chr21:41702064-41702420]	Penta D
mh21SCUZJ-0125683	263	1.0	[length][repeat][str]			LINE>L1>L1PB1[chr21:43405280-43405638]	Penta D
mh21SCUZJ-0128230	53	1.0	[repeat][str]			SINE>Alu>AluY[chr21:44216674-44216984]	Penta D
mh21SCUZJ-0132919	210	6.083	[repeat][str]			SINE>Alu>AluSq[chr21:44916585-44916886]	Penta D
mh21SCUZJ-0138113	218	4.125	[str]				Penta D
mh21USC-21qA	70	3.281	[str]				D21S11
mh21USC-21qB	27	2.876	[str]				Penta D
mh21WL-002	164	5.568	[str]				Penta D
mh21WL-005.v1	132	1.0	[indel][str]	0.1762			Penta D
mh21WL-005.v2	209	1.0	[indel][str]	0.1762			Penta D
mh21WL-005.v3	100	1.0	[indel][str]	0.1762			Penta D
mh21WL-007	70	2.965	[str]				D21S11
mh21WL-010	79	3.752	[str]				Penta D
mh21WL-013	279	2.937	[length][str]				Penta D
mh21WL-014	176	3.702	[str]				D21S11
mh21WL-015	138	1.0	[indel]	0.02953			
mh21WL-017	131	1.0	[str]				Penta D
mh21WL-018	137	4.193	[str]				Penta D
mh21WL-019	170	3.077	[str]				D21S11
mh21WL-020.v1	99	4.101	[str]				Penta D
mh21WL-020.v2	261	6.552	[length][str]				Penta D
mh22KK-061.v1	147	3.568	[indel][str]	0.015			D22S1045
mh22KK-061.v2	203	3.626	[indel][str]	0.015			D22S1045
mh22KK-061.v3	217	3.626	[indel][str]	0.015			D22S1045
mh22KK-061.v4	46	2.526	[str]				D22S1045
mh22KK-064	206	1.51	[indel][str]	0.04247			D22S1045
mh22KK-069	79	2.119	[str]				D22S1045
mh22LS-22qB	91	2.9	[str]				D22S1045
mh22PK-104638	73	2.743	[indel][str]	0.216			D22S1045
mh22SCUZJ-0002299	280	3.293	[length][repeat]			SINE>Alu>AluJr[chr22:16434538-16434843]	
mh22SCUZJ-0012907	225	4.625	[repeat]			SINE>Alu>AluSc[chr22:19157956-19158272]	
mh22SCUZJ-0021077.v1	311	8.319	[length][repeat]			SINE>Alu>AluY[chr22:21692153-21692453]	
mh22SCUZJ-0021077.v2	180	5.635	[repeat]			SINE>Alu>AluY[chr22:21692153-21692453]	
mh22SCUZJ-0033378	349	1.053	[length]				
mh22SCUZJ-0043764	271	11.23	[length][repeat]			SINE>Alu>AluYk4[chr22:24840841-24841148];LINE>L1>L1MB2[chr22:24841148-24841537]	
mh22SCUZJ-0056582	309	5.496	[length][str]				D22S1045
mh22SCUZJ-0101043	198	1.0	[str]				D22S1045
mh22SCUZJ-0107341	283	4.244	[length][repeat][str]			SINE>Alu>AluY[chr22:44530903-44531213]	D22S1045
mh22SCUZJ-0135192	314	5.365	[length][repeat]			LINE>L1>L1MCb[chr22:48921974-48922877];SINE>Alu>AluY[chr22:48922877-48923185]	
mh22SCUZJ-0146198	335	5.698	[length][repeat]			SINE>Alu>AluY[chr22:50029460-50029751]	
mh22USC-22qA	64	3.543	[str]				D22S1045
mh22USC-22qB.v2	261	6.115	[length]				
mh22WL-004.v1	176	3.913	[str]				D22S1045
mh22WL-004.v2	255	5.227	[str]				D22S1045
mh22WL-004.v3	84	4.008	[str]				D22S1045
mh22WL-004.v4	343	5.53	[length][str]				D22S1045
mh22WL-006.v2	271	4.247	[length]				
mh22WL-006.v3	318	6.11	[length]				
mh22WL-007.v1	189	4.845	[indel][str]	0.1845			D22S1045
mh22WL-007.v2	51	3.871	[indel][str]	0.1845			D22S1045
mh22WL-013.v1	280	1.901	[indel][length][str]	0.4924			D22S1045
mh22WL-013.v2	335	2.102	[indel][length][str]	0.008671			D22S1045
mh22WL-015	44	1.0	[indel]	0.009737			
mh22WL-016a	34	1.0	[str]				D22S1045
mh22ZHA-003	327	3.55	[length][repeat]			SINE>Alu>AluY[chr22:19545072-19545383]	
